ecr_rank,player,pos,pos_rank,team,tier,bye,rank_min,rank_max,rank_std,rank_ave,ecr_delta,eligibility
336,Erick All Jr.,TE,TE46,CIN,10,6,198,444,53.96,305.76,,TE
337,Cole Kmet,TE,TE47,CHI,10,10,217,403,36.35,309.39,,TE
338,Kendrick Bourne,WR,WR116,ARI,10,14,198,367,39.71,283.31,,WR
339,Tez Johnson,WR,WR117,TB,10,10,185,388,48.93,303.80,,WR
340,Dallas Cowboys,DST,DST22,DAL,10,14,169,497,70.47,268.81,,DST
341,Bam Knight,RB,RB101,ARI,10,14,147,529,57.88,318.28,,RB
342,Joshua Palmer,WR,WR118,BUF,10,7,198,386,44.65,304.29,,WR
343,Noah Gray,TE,TE48,KC,10,5,223,415,40.30,322.05,,TE
344,Tyler Higbee,TE,TE49,LAR,10,11,249,418,34.54,315.35,,TE
345,Jake Elliott,K,K19,PHI,10,10,193,369,39.22,297.94,,K
346,Malik Benson,WR,WR119,LV,10,13,249,595,59.26,314.67,,WR
347,Luke McCaffrey,WR,WR120,WAS,10,7,213,587,70.40,332.32,,WR
348,Roschon Johnson,RB,RB102,CHI,11,10,186,584,74.81,317.71,,RB
349,Ja'Tavion Sanders,TE,TE50,CAR,11,5,221,418,46.99,321.12,,TE
350,Treylon Burks,WR,WR121,WAS,11,7,227,395,47.66,307.39,,WR
351,Brenen Thompson,WR,WR122,LAC,11,7,244,592,58.76,317.12,,WR
352,Zavion Thomas,WR,WR123,CHI,11,10,201,598,66.41,317.33,,WR
353,Mac Jones,QB,QB37,SF,11,8,266,682,84.13,362.20,,QB
354,Olamide Zaccheaus,WR,WR124,ATL,11,11,238,363,37.11,307.47,,WR
355,J.J. McCarthy,QB,QB38,MIN,11,6,249,625,73.41,347.71,,QB
356,Jalen Royals,WR,WR125,KC,11,5,214,587,61.20,335.21,,WR
357,Max Klare,TE,TE51,LAR,11,11,253,473,45.46,330.13,,TE
358,Konata Mumpfield,WR,WR126,LAR,11,11,258,606,75.23,338.53,,WR
359,Tyler Bass,K,K20,BUF,11,7,191,350,43.34,275.83,,K
360,Roman Wilson,WR,WR127,PIT,11,9,226,386,40.14,301.90,,WR
361,Kalif Raymond,WR,WR128,CHI,11,10,233,609,67.04,312.00,,WR
362,Joe Mixon,RB,RB103,FA,11,,265,538,45.37,318.17,,RB
363,Justin Fields,QB,QB39,KC,11,5,275,624,71.93,357.97,,QB
364,Eli Heidenreich,RB,RB104,PIT,11,9,235,541,65.96,335.79,,RB
365,Raheim Sanders,RB,RB105,CLE,11,11,232,535,59.35,324.07,,RB
366,KaVontae Turpin,WR,WR129,DAL,11,14,236,395,46.84,301.00,,WR
367,Kevin Coleman Jr.,WR,WR130,MIA,11,6,235,612,74.67,327.38,,WR
368,Demarcus Robinson,WR,WR131,SF,11,8,235,632,74.98,345.19,,WR
369,New York Giants,DST,DST23,NYG,11,8,190,499,64.40,282.48,,DST
370,Trey Smack,K,K21,GB,11,11,215,382,49.60,284.39,,K
371,Anthony Richardson Sr.,QB,QB40,IND,11,13,306,670,86.24,376.15,,QB
372,Ty Simpson,QB,QB41,LAR,11,11,298,636,79.45,381.42,,QB
373,Cedric Tillman,WR,WR132,NO,11,8,227,603,77.98,333.67,,WR
374,Colbie Young,WR,WR133,CIN,11,6,261,627,71.10,337.58,,WR
375,Tampa Bay Buccaneers,DST,DST24,TB,11,10,203,496,67.97,292.36,,DST
376,Carolina Panthers,DST,DST25,CAR,11,5,217,498,62.21,303.68,,DST
377,Dont'e Thornton Jr.,WR,WR134,LV,11,13,278,621,85.52,359.25,,WR
378,Rasheen Ali,RB,RB106,BAL,11,13,215,583,78.36,342.00,,RB
379,Noah Fant,TE,TE52,NO,11,8,239,420,39.25,344.87,,TE
380,Savion Williams,WR,WR135,GB,11,11,287,616,61.13,357.96,,WR
381,Michael Carter,RB,RB107,TEN,11,9,298,551,70.59,358.35,,RB
382,Tutu Atwell,WR,WR136,LAR,11,11,276,408,40.74,334.00,,WR
383,Tommy Tremble,TE,TE53,CAR,11,5,253,426,36.60,345.23,,TE
384,Ben Sinnott,TE,TE54,WAS,11,7,263,451,41.21,353.82,,TE
385,Odell Beckham Jr.,WR,WR137,NYG,11,8,238,377,44.30,301.55,,WR
386,Sione Vaki,RB,RB108,DET,11,6,257,548,58.95,332.90,,RB
387,Jaylin Lane,WR,WR138,WAS,11,7,297,624,67.81,362.05,,WR
388,Chris Brazzell II,WR,WR139,CAR,11,5,235,639,114.67,338.94,,WR
389,Joe Flacco,QB,QB42,CIN,11,6,295,627,89.44,386.68,,QB
390,Daniel Bellinger,TE,TE55,TEN,11,9,308,432,34.63,360.50,,TE
391,Barion Brown,WR,WR140,NO,11,8,237,651,115.18,337.65,,WR
392,John Metchie III,WR,WR141,CAR,11,5,264,596,75.53,345.12,,WR
393,Jordan Whittington,WR,WR142,LAR,11,11,250,642,85.12,354.00,,WR
394,Kyle Juszczyk,RB,RB109,SF,11,8,215,561,78.00,318.25,,RB
395,J'Mari Taylor,RB,RB110,JAC,11,7,264,585,92.05,357.47,,RB
396,Marcus Mariota,QB,QB43,WAS,11,7,305,698,107.82,395.78,,QB
397,Mitchell Evans,TE,TE56,CAR,11,5,232,440,42.47,363.94,,TE
398,Dylan Laube,RB,RB111,LV,11,13,278,616,91.37,365.76,,RB
399,Jonnu Smith,TE,TE57,GB,11,11,239,394,59.67,329.31,10,TE
400,Jawhar Jordan,RB,RB112,HOU,11,8,286,557,59.52,358.94,,RB
401,Elijah Higgins,TE,TE58,ARI,11,14,262,446,45.32,364.06,,TE
402,Ashton Dulin,WR,WR143,IND,11,13,280,648,88.68,375.75,,WR
403,CJ Daniels,WR,WR144,LAR,11,11,301,645,98.39,378.81,,WR
404,Cincinnati Bengals,DST,DST26,CIN,11,6,180,367,60.43,256.00,,DST
405,Austin Hooper,TE,TE59,ATL,11,11,273,441,45.39,359.00,,TE
406,Jameis Winston,QB,QB44,NYG,11,8,316,694,109.16,411.63,,QB
407,Justin Joly,TE,TE60,MIA,11,6,236,515,61.09,355.00,,TE
408,Spencer Shrader,K,K22,IND,11,13,229,368,45.35,278.08,,K
409,Austin Ekeler,RB,RB113,FA,11,,284,578,72.69,362.23,,RB
410,Adam Trautman,TE,TE61,DEN,11,10,266,451,44.03,366.46,,TE
411,Daniel Carlson,K,K23,NO,11,8,224,358,45.56,270.36,,K
412,AJ Dillon,RB,RB114,CAR,11,5,244,596,102.32,385.15,17,RB
413,Tennessee Titans,DST,DST27,TEN,11,9,163,494,93.35,289.18,,DST
414,Jeremy McNichols,RB,RB115,WAS,11,7,317,582,73.33,391.85,,RB
415,Corey Kiner,RB,RB116,NE,11,11,262,614,93.72,403.23,,RB
416,Cade Klubnik,QB,QB45,NYJ,11,13,274,702,129.97,403.31,,QB
417,Devontez Walker,WR,WR145,BAL,11,13,243,654,104.23,368.83,,WR
418,Tai Felton,WR,WR146,MIN,11,6,265,665,100.92,399.58,,WR
419,Ronnie Rivers,RB,RB117,LAR,11,11,293,580,86.02,400.50,,RB
420,Josh Oliver,TE,TE62,MIN,11,6,256,441,56.14,359.64,,TE
421,Luke Musgrave,TE,TE63,GB,11,11,318,439,36.41,380.91,,TE
422,Zane Gonzalez,K,K24,FA,11,,209,372,51.09,289.89,,K
423,Dyami Brown,WR,WR147,WAS,11,7,264,645,106.62,359.70,,WR
424,Hunter Luepke,RB,RB118,DAL,11,14,247,584,88.80,363.00,,RB
425,Marlin Klein,TE,TE64,HOU,12,8,273,454,51.25,381.50,,TE
426,Deion Burks,WR,WR148,IND,12,13,306,659,118.30,397.90,,WR
427,Jimmy Horn Jr.,WR,WR149,CAR,12,5,338,679,94.32,402.10,,WR
428,Ameer Abdullah,RB,RB119,JAC,12,7,325,589,82.44,406.20,23,RB
429,Jahdae Walker,WR,WR150,CHI,12,10,300,668,117.75,410.00,,WR
430,Will Kacmarek,TE,TE65,MIA,12,6,243,453,61.11,358.89,,TE
431,Jam Miller,RB,RB120,FA,12,,283,600,88.47,362.44,-13,RB
432,Matt Hibner,TE,TE66,BAL,12,13,293,453,53.93,367.67,,TE
433,Tyler Badie,RB,RB121,DEN,12,10,353,594,89.82,434.80,,RB
434,Dameon Pierce,RB,RB122,PHI,12,10,312,594,82.82,395.22,,RB
435,Tyler Goodson,RB,RB123,ATL,12,11,252,587,114.40,395.78,,RB
436,Isaiah Williams,WR,WR151,NYJ,12,13,244,671,129.26,342.50,,WR
437,Nick Westbrook-Ikhine,WR,WR152,FA,12,,305,662,117.48,417.33,,WR
438,Julius Chestnut,RB,RB124,TEN,12,9,362,619,95.12,446.44,36,RB
439,Reggie Gilliam,RB,RB125,NE,12,11,273,611,98.12,385.25,,RB
440,Nate Boerkircher,TE,TE67,JAC,12,7,298,449,43.08,386.25,,TE
441,Phil Mafah,RB,RB126,FA,12,,289,580,82.00,388.63,,RB
442,Brock Wright,TE,TE68,DET,12,6,322,460,46.47,390.38,,TE
443,Antonio Williams,RB,RB127,FA,12,,235,614,123.89,314.14,,RB
444,Luke Schoonmaker,TE,TE69,DAL,12,14,356,457,34.88,404.00,,TE
445,Tim Patrick,WR,WR153,NYJ,12,13,304,694,126.49,421.25,,WR
446,Zach Ertz,TE,TE70,FA,12,,298,401,34.14,354.14,,TE
447,Khalil Herbert,RB,RB128,FA,12,,212,631,138.07,366.43,-14,RB
448,Max Bredeson,RB,RB129,MIN,12,6,296,623,114.77,440.88,29,"RB,TE"
449,Chad Ryland,K,K25,ARI,12,14,216,354,64.78,286.33,,K
450,Elijah Moore,WR,WR154,PHI,12,10,293,612,104.23,382.57,,WR
451,John Bates,TE,TE71,WAS,12,7,305,455,55.91,385.14,,TE
452,Kene Nwangwu,RB,RB130,NYJ,12,13,369,618,94.06,459.50,22,RB
453,Jackson Hawes,TE,TE72,BUF,12,7,339,447,39.84,389.14,,TE
454,Las Vegas Raiders,DST,DST28,LV,12,13,232,373,55.87,297.67,,DST
455,Antonio Gibson,RB,RB131,FA,12,,294,605,95.82,391.57,,RB
456,Joe Milton III,QB,QB46,DAL,12,14,322,691,145.48,471.00,,QB
457,Miami Dolphins,DST,DST29,MIA,12,6,287,371,26.35,329.50,,DST
458,Foster Moreau,TE,TE73,HOU,12,8,358,530,60.31,428.43,,TE
459,Durham Smythe,TE,TE74,BAL,12,13,344,539,68.03,433.86,,TE
460,Josh Cameron,WR,WR155,JAC,12,7,300,699,128.10,439.00,,WR
461,Dohnte Meyers,WR,WR156,CIN,12,6,257,710,157.13,377.33,,WR
462,KeAndre Lambert-Smith,WR,WR157,LAC,12,7,306,682,127.12,465.43,,WR
463,Reggie Virgil,WR,WR158,ARI,12,14,321,674,117.54,466.14,,WR
464,Lil'Jordan Humphrey,WR,WR159,DEN,12,10,321,702,138.53,478.57,,WR
465,Joey Slye,K,K26,TEN,12,9,214,352,55.27,297.60,,K
466,Mo Alie-Cox,TE,TE75,IND,12,13,351,466,44.28,411.83,,TE
467,Damien Martinez,RB,RB132,FA,12,,318,608,96.03,414.33,-17,RB
468,Jonathan Mingo,WR,WR160,DAL,12,14,329,590,84.43,419.17,19,WR
469,Tanner Hudson,TE,TE76,CIN,12,6,371,510,56.14,421.00,,TE
470,Kaden Wetjen,WR,WR161,PIT,12,9,305,707,135.42,422.33,40,WR
471,Alec Ingold,RB,RB133,LAC,12,7,290,623,103.00,422.83,24,RB
472,Josh Williams,RB,RB134,TB,12,10,310,626,111.53,424.00,,RB
473,DeAndre Hopkins,WR,WR162,BAL,12,13,280,642,111.42,425.50,-21,WR
474,Xavier Smith,WR,WR163,LAR,12,11,306,688,138.16,427.33,,WR
475,Nick Folk,K,K27,ATL,12,11,248,362,39.28,322.20,,K
476,Patrick Ricard,RB,RB135,NYG,12,8,288,615,99.30,429.17,28,RB
477,Ryan Fitzgerald,K,K28,CAR,12,5,265,360,33.68,327.00,,K
478,Cade Stover,TE,TE77,HOU,12,8,352,500,51.52,434.50,,TE
479,Drew Stevens,K,K29,WAS,12,7,242,468,83.95,338.40,,K
480,Blake Grupe,K,K30,NYJ,12,13,279,424,54.52,338.80,,K
481,Washington Commanders,DST,DST30,WAS,12,7,161,502,108.71,343.40,,DST
482,New York Jets,DST,DST31,NYJ,12,13,181,503,103.11,348.60,,DST
483,Jalen Brooks,WR,WR164,ARI,12,14,348,724,126.09,453.00,,WR
484,Chris Blair,WR,WR165,ATL,12,11,270,638,116.07,454.67,,WR
485,Robert Henry Jr.,RB,RB136,WAS,12,7,337,638,120.31,458.33,-19,RB
486,Jaydn Ott,RB,RB137,KC,12,5,329,618,112.46,468.50,,RB
487,Brittain Brown,RB,RB138,CHI,12,10,346,629,114.73,471.33,,RB
488,Tyler Lockett,WR,WR166,LV,12,13,273,460,74.49,377.20,,WR
489,Tyler Conklin,TE,TE78,DET,12,6,366,574,62.34,474.00,-8,TE
490,Tommy Myers,TE,TE79,FA,12,,253,536,99.67,381.00,-31,TE
491,Darius Cooper,WR,WR167,PHI,12,10,317,716,131.58,476.83,22,WR
492,Tanner Koziol,TE,TE80,JAC,12,7,307,455,53.90,393.00,,TE
493,Jelani Woods,TE,TE81,NYJ,12,13,357,565,79.52,490.00,,TE
494,Tay Martin,WR,WR168,DET,12,6,357,507,53.74,401.20,49,WR
495,Greg Dortch,WR,WR169,BUF,12,7,374,685,107.18,498.67,,WR
496,Lew Nichols III,RB,RB139,PIT,12,9,365,684,95.05,499.17,,RB
497,Taylen Green,QB,QB47,CLE,12,11,276,685,154.25,500.17,,QB
498,Tyrod Taylor,QB,QB48,GB,12,11,350,688,131.43,501.17,,QB
499,Drew Sample,TE,TE82,CIN,12,6,379,480,36.09,419.40,,TE
500,Zavier Scott,RB,RB140,CHI,12,10,300,634,113.20,421.80,,RB
501,Kevin Austin Jr.,WR,WR170,NO,12,8,264,625,126.28,425.40,-34,WR
502,Terrell Jennings,RB,RB141,FA,12,,242,636,138.81,426.20,-16,RB
503,Marquez Valdes-Scantling,WR,WR171,FA,12,,361,794,161.82,515.33,-34,WR
504,Seydou Traore,TE,TE83,MIA,12,6,326,480,61.56,430.60,,TE
505,Sam Roush,TE,TE84,CHI,12,10,374,508,47.30,438.20,,TE
506,Mason Tipton,WR,WR172,NO,12,8,372,763,135.30,525.83,,WR
507,Brandin Cooks,WR,WR173,FA,12,,276,785,192.34,440.20,46,WR
508,Joe Royer,TE,TE85,CLE,12,11,342,491,57.57,441.60,,TE
509,Arizona Cardinals,DST,DST32,ARI,12,14,180,377,78.22,313.75,,DST
510,Isaiah Williams,WR,WR174,FA,12,,306,744,157.78,442.00,,WR
511,Skyy Moore,WR,WR175,GB,12,11,346,739,148.11,529.67,,WR
512,Jack Endries,TE,TE86,CIN,12,6,333,541,78.87,445.80,-12,TE
513,Jordan Watkins,WR,WR176,SF,12,8,347,603,86.01,446.40,47,WR
514,Trey Sermon,RB,RB142,ATL,12,11,189,670,200.04,446.80,65,RB
515,Efton Chism III,WR,WR177,NE,12,11,307,696,135.12,447.60,,WR
516,Miles Sanders,RB,RB143,FA,12,,280,647,119.48,448.00,28,RB
517,Zamir White,RB,RB144,NO,12,8,300,644,123.90,449.00,36,RB
518,Michael Trigg,TE,TE87,DAL,12,14,349,539,61.03,449.00,-12,TE
519,Luke Farrell,TE,TE88,SF,12,8,403,497,33.35,455.40,,TE
520,Jake Bobo,WR,WR178,SEA,12,11,361,808,150.32,540.17,-20,WR
521,Nate Adkins,TE,TE89,DEN,12,10,372,559,62.69,457.40,19,TE
522,Xavier Restrepo,WR,WR179,TEN,12,9,343,680,119.08,459.00,-34,WR
523,Jeremy Ruckert,TE,TE90,NYJ,12,13,392,522,42.21,466.40,,TE
524,Dominic Zvada,K,K31,NYG,12,8,257,469,82.89,348.25,,K
525,Kalel Mullings,RB,RB145,TEN,12,9,355,641,92.96,474.20,35,RB
526,Charlie Woerner,TE,TE91,ATL,12,11,414,494,30.67,474.60,14,TE
527,Grant Calcaterra,TE,TE92,PHI,12,10,338,556,74.37,476.80,,TE
528,Drew Ogletree,TE,TE93,IND,12,13,428,521,38.03,478.20,,TE
529,Bauer Sharp,TE,TE94,TB,12,10,424,505,29.30,478.80,-10,TE
530,Riley Leonard,QB,QB49,IND,12,13,357,643,121.31,479.20,,QB
531,Davis Allen,TE,TE95,LAR,12,11,426,554,42.26,482.40,,TE
532,Brevyn Spann-Ford,TE,TE96,DAL,12,14,390,532,51.12,485.40,,TE
533,Josh Whyle,TE,TE97,GB,13,11,402,549,53.33,488.80,,TE
534,Johnny Mundt,TE,TE98,PHI,13,10,425,533,42.80,491.00,23,TE
535,Myles Price,WR,WR180,MIN,13,6,372,733,126.92,493.20,,WR
536,Payne Durham,TE,TE99,TB,13,10,447,543,31.08,493.80,,TE
537,Julian Hill,TE,TE100,NE,13,11,313,624,109.28,494.00,,TE
538,Ben Sims,TE,TE101,MIA,13,6,459,546,32.68,494.60,-12,TE
539,Myles Montgomery,RB,RB146,FA,13,,319,693,140.40,496.00,28,RB
540,Noah Whittington,RB,RB147,HOU,13,8,342,661,126.16,496.20,,RB
541,Jared Wayne,WR,WR181,HOU,13,8,246,493,92.40,383.25,43,WR
542,Eric Saubert,TE,TE102,SEA,13,11,441,528,31.22,498.80,,TE
543,Ian Thomas,TE,TE103,LV,13,13,377,552,62.71,499.40,13,TE
544,Jared Wiley,TE,TE104,KC,13,5,417,547,44.27,499.40,,TE
545,Theo Wease Jr.,WR,WR182,LAC,13,7,226,506,102.61,387.00,-37,WR
546,Hassan Haskins,RB,RB148,NE,13,11,328,729,149.90,502.40,,RB
547,Bo Melton,WR,WR183,GB,13,11,347,730,130.80,506.20,35,"DB,WR"
548,Dareke Young,WR,WR184,LV,13,13,314,770,170.90,508.00,39,WR
549,Ben Skowronek,WR,WR185,PIT,13,9,323,753,156.08,508.60,25,WR
550,Frank Gore Jr.,RB,RB149,BUF,13,7,301,681,121.79,512.80,-15,RB
551,Hunter Long,TE,TE105,ARI,13,14,412,555,52.16,513.20,27,TE
552,Devin Duvernay,WR,WR186,ARI,13,14,313,747,158.79,513.80,31,WR
553,Blake Whiteheart,TE,TE106,CLE,13,11,488,548,25.52,514.60,,TE
554,Jeshaun Jones,WR,WR187,MIN,13,6,268,521,102.79,405.25,,WR
555,Casey Washington,WR,WR188,CAR,13,5,271,636,132.11,516.20,,WR
556,Moliki Matavao,TE,TE107,NO,13,8,409,607,76.01,516.60,-19,TE
557,Will Mallory,TE,TE108,IND,13,13,435,581,50.30,517.20,,TE
558,Jacob Cowing,WR,WR189,SF,13,8,261,691,151.54,520.00,,WR
559,Kylen Granson,TE,TE109,TEN,13,9,460,564,34.37,522.00,,TE
560,Adam Prentice,RB,RB150,DEN,13,10,342,690,129.07,522.40,,RB
561,Jalen Milroe,QB,QB50,SEA,13,11,256,687,160.51,525.20,,QB
562,Brycen Tremayne,WR,WR190,CAR,13,5,378,756,128.42,526.40,,WR
563,Davis Mills,QB,QB51,HOU,13,8,332,704,141.48,528.40,,QB
564,Mitch Tinsley,WR,WR191,HOU,13,8,437,805,139.13,528.60,-32,WR
565,British Brooks,RB,RB151,HOU,13,8,392,658,110.11,529.20,-19,RB
566,Dean Connors,RB,RB152,LAR,13,11,329,752,159.66,533.40,,RB
567,Tyrell Shavers,WR,WR192,BUF,13,7,328,727,134.22,533.80,28,WR
568,Diontae Johnson,WR,WR193,FA,13,,315,847,199.83,534.60,114,WR
569,Jalen Reagor,WR,WR194,FA,13,,229,654,186.74,430.25,-28,WR
570,Travis Homer,RB,RB153,PIT,13,9,389,656,91.12,537.80,,RB
571,Brevin Jordan,TE,TE110,HOU,13,8,470,581,38.87,538.80,18,TE
572,Trey Lance,QB,QB52,LAC,13,7,369,726,133.75,540.60,,QB
573,Kameron Johnson,WR,WR195,TB,13,10,386,736,114.31,541.00,,WR
574,Gardner Minshew II,QB,QB53,ARI,13,14,338,715,144.28,541.40,,QB
575,Tyson Bagent,QB,QB54,CHI,13,10,377,701,131.39,541.60,,QB
576,Drew Allar,QB,QB55,PIT,13,9,327,683,139.30,544.00,,QB
577,JuJu Smith-Schuster,WR,WR196,FA,13,,343,831,181.91,544.40,,WR
578,David Moore,WR,WR197,CAR,13,5,388,853,170.30,545.00,35,WR
