batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,coverage,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games
C4,C4I,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6395506105761162,4.203166948846,0.5161880994954696,0.8,,,,,,
C4,C4I,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6101795169359917,4.48601226102326,-0.7612244047236771,0.7142857142857143,,,,,,
C4,C4I,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6173506834484824,4.311879673098682,1.0863231297074234,0.5454545454545454,0.2,0.3828710288236792,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
C4,C4I,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5223813312928419,4.4594515365653935,-0.4437828034054566,0.9090909090909092,0.3545454545454546,0.1935669407971625,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
C4,C4I,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6279441265110445,4.289479391459962,-1.0636886553452485,0.8125,0.3647058823529411,0.5172066649195322,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
C4,C4I,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6717091625771765,4.365104192023898,-0.0740111258864436,0.9411764705882352,0.3946078431372549,0.5685119530462135,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
C4,C4I,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7824399374010141,3.493176037332559,0.3272343015287291,0.8571428571428571,0.3846153846153846,0.331040002682097,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
C4,C4I,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7642731078430298,3.7576046559499785,-0.4375649095012279,0.8823529411764706,0.4975490196078431,0.4141319504654858,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
C4,C4I,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7420427107589675,3.800127637402837,-0.3201037662874345,0.8333333333333334,0.3551884830589627,0.4573025919322708,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
C4,C4Ik,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.7140162759077292,4.54979671719319,-0.1582621977859275,0.625,,,,,,
C4,C4Ik,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7615112502171919,3.970847352299407,0.518408923190736,0.4705882352941176,0.428921568627451,0.3708053857991796,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
C4,C4Ik,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6945828907066184,4.578542891582823,-0.003036037580192,0.75,0.6695652173913044,0.6728290347223083,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
C4,C4Ik,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.720478584318859,4.283807006227383,0.4121357203638338,0.8125,0.3071847507331378,0.2644290083166088,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
C4,C4Ik,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.729728461538669,4.212268634863613,-0.0394158491368209,0.7631578947368421,0.693768124909956,0.6594492722186663,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
C4,C4Ik,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7453281771483566,4.217341505244713,0.3506882206812709,0.78,0.5393037214885954,0.5307172260411187,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
C4,C4Ik,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7601380670429033,4.144543751890124,0.3404884279056207,0.82,0.4533493397358943,0.4593027930981614,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
C4,C4Ik,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.7135237921298291,4.3989670642611225,-0.3546692269392525,0.8,0.3916376558655847,0.3741311657086451,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
C4,C4Ik,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7247771798840206,4.418278045670636,-0.2192341591059319,0.8333333333333334,0.7408472877046441,0.7262480632119518,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
C4,C4Ik,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7805531180000149,4.344420069586422,-0.5342253891436312,0.8064516129032258,0.582767781867124,0.5888363759772666,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
C4,C4Ik,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,191,0.796767522100606,4.088685541183318,0.0127171523743524,0.8103448275862069,0.4497592937763783,0.46305642294256,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
C4,C4Ik,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.7026985330867811,3.809904578653085,-0.5448983081035086,0.6666666666666666,,,,,,
C4,C4Ik,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5706914428128939,3.7858459264495696,-0.4700553185316317,0.5,,,,,,
C4,C4Ik,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6541028582888987,4.203166948846,0.5161880994954696,0.8,,,,,,
C4,C4Ik,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6160023902461244,4.48601226102326,-0.7612244047236771,0.7142857142857143,,,,,,
C4,C4Ik,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6184180642645508,4.311879673098682,1.0863231297074234,0.5454545454545454,0.2,0.3851335002610427,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
